stu_id,Name,Subjects,Title,stu_school,stu_year,stu_jel,Field,academic_year,Origin,Scopus_name,stu_scopus,repec_name,stu_repec
"MATTHEWS, MICHELLE;University of Mississippi;2003","Matthews, Michelle",National Government Expenditures and Related Policies: General;Intergovernmental Relations; Federalism; Secession,Political Economy of Federal Spending 1972-2000,University of Mississippi,2003,H,Public Economics,2002-2003,both,"Matthews, Michelle",35422633100,,
"CHOI, MYOUNG SHIK;University of Missouri;2003","Choi, Myoung Shik",International Financial Markets;Contingent Pricing; Futures Pricing; option pricing;Foreign Exchange,An Alternative Hedging Instrument for Minor Currencies: The Multiple Futures Contract Hedge,University of Missouri,2003,G,Financial Economics,2002-2003,both,"Choi, Myoungshik",35191647300,,
"CHOI, YOUNG ROK;University of Missouri;2003","Choi, Young Rok",Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure; Value of Firms; Goodwill;Business Taxes and Subsidies including sales and value-added (VAT);Fiscal Policies and Behavior of Economic Agents: Firm,Taxes and Corporate Capital Structure,University of Missouri,2003,G,Financial Economics,2003-2004,both,,,,
"HAN, MYUNG JIN;University of Missouri;2003","Han, Myung Jin",Empirical Studies of Economic Growth; Aggregate Productivity; Cross-Country Output Convergence;Forecasting Models; Simulation Methods,Testing the Predictive Ability of Measures of Total Factor Productivity Growth,University of Missouri,2003,O,"Economic Development, Technological Change, and Growth",2003-2004,both,,,,
"HSU, YU-PEI;University of Missouri;2003","Hsu, Yu-Pei","Technological Change: Choices and Consequences; Diffusion Processes;Market Structure, Pricing, and Design: Oligopoly and Other Forms of Market Imperfection;Oligopoly and Other Imperfect Markets",Technology Transfer in Cournot Oligopoly,University of Missouri,2003,O,"Economic Development, Technological Change, and Growth",2002-2003,both,"Hsu, Judy",8919332400,"HSU, YU-PEI JUDY",phs12
"LEE, EOG-WEON;University of Missouri;2003","Lee, Eog-Weon",Investment Banking; Venture Capital; Brokerage; Ratings and Ratings Agencies;International Lending and Debt Problems,Sovereign Rating Changes and Financial Markets,University of Missouri,2003,G,Financial Economics,2002-2003,both,,,,
"LEE, SIN MYOUNG;University of Missouri;2003","Lee, Sin Myoung",Analysis of Education;Education: Government Policy,An Evaluation of Missouri's A+ Schools Program,University of Missouri,2003,I,"Health, Education, and Welfare",2003-2004,both,,,,
"PARK, JANG-HO;University of Missouri;2003","Park, Jang-Ho","Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior;Formal and Informal Sectors; Shadow Economy; Institutional Arrangements;Business Fluctuations; Cycles",The Economy and Political Elections in Korea,University of Missouri,2003,D,Microeconomics,2002-2003,both,"Park, Jang-ho",57161170200,,
"SOEDOMO, SUDARSONO;University of Missouri;2003","Soedomo, Sudarsono",Monetary Policy;Renewable Resources and Conservation: Forestry,Monetary Policies and the Dynamics of Stumpage Price and Timber Harvest,University of Missouri,2003,E,Macroeconomics and Monetary Economics,2003-2004,both,,,,
"YOON, SOOHYUN;University of Missouri;2003","Yoon, Soohyun",Labor Discrimination;Economics of Gender; Non-labor Discrimination;Wage Level and Structure; Wage Differentials;Economic Development: Human Resources; Human Development; Income Distribution; Migration,"Sex Segregation and Gender Wage Gap in Korea, 1971-1998",University of Missouri,2003,J,Labor and Demographic Economics,2002-2003,both,,,,
"YOON, SUNG-WOOK;University of Missouri;2003","Yoon, Sung-Wook",Multinational Firms; International Business;International Linkages to Development; Role of International Organizations;Industrialization; Manufacturing and Service Industries; Choice of Technology;Foreign Exchange,Foreign Exchange Exposure of Korean Corporations,University of Missouri,2003,F,International Economics,2002-2003,both,,,,
"GARTLAND, MYLES P.;University of Missouri, Kansas City;2003","Gartland, Myles P.",Health: General,Three Essays Related to the Industrial Organization of Health Care Markets: Path Dependency and Market Failure,"University of Missouri, Kansas City",2003,I,"Health, Education, and Welfare",2003-2004,both,"Gartland, Myles P.",6602075578,,
"VON KRUEGER, KURT;University of Missouri, Kansas City;2003","Von Krueger, Kurt","Time Allocation and Labor Supply;Demographic Trends, Macroeconomic Effects, and Forecasts",A First Order Markov Increment-Decrement Estimation of Remaining Years of Lifetime Productive Activity Participation,"University of Missouri, Kansas City",2003,J,Labor and Demographic Economics,2003-2004,both,,,,
"WHITE, JASON T.;University of Missouri, Kansas City;2003","White, Jason T.",Social Security and Public Pensions,The Social Security Crisis? An Evaluation of Status Quo Social Security,"University of Missouri, Kansas City",2003,H,Public Economics,2003-2004,both,,,,
"JONES, MICHAEL;University of New Mexico;2003","Jones, Michael",Public Goods,Laboratory Investigations Of Markets for Public Goods,University of New Mexico,2003,H,Public Economics,2003-2004,both,"Jones, Michael L.",55547127394,"JONES, MICHAEL",pjo213
"BRYANT, LARA K.;University of North Carolina;2003","Bryant, Lara K.","Health: Government Policy; Regulation; Public Health;Economics of the Elderly; Economics of the Handicapped; Non-labor Market Discrimination;Welfare, Well-Being, and Poverty: Government Programs; Provision and Effects of Welfare Programs;Household Saving; Personal Finance",The Effects of State Medicaid Policies on the Dynamic Savings Patterns and Long Term Care Decisions of the Elderly,University of North Carolina,2003,I,"Health, Education, and Welfare",2003-2004,both,,,,
"CSELLAK, JOHN A.;University of North Carolina;2003","Csellak, John A.",Public Sector Labor Markets;Wage Level and Structure; Wage Differentials,The Effects of Wages on Teacher Labor Supply,University of North Carolina,2003,J,Labor and Demographic Economics,2003-2004,both,,,,
"DANIS, MICHELLE A.;University of North Carolina;2003","Danis, Michelle A.",Contingent Pricing; Futures Pricing; option pricing,Competition in Equity Option Markets,University of North Carolina,2003,G,Financial Economics,2003-2004,both,"Danis, Michelle A.",7101786189,,
"DYKE, ANDREW R.;University of North Carolina;2003","Dyke, Andrew R.",Illegal Behavior and the Enforcement of Law,Crime and Punishment: Economic Models of Crime and the Criminal Justice System,University of North Carolina,2003,K,Law and Economics,2003-2004,both,"Dyke, Andrew",14420757200,,
"GOODGER, TIMOTHY H.;University of North Carolina;2003","Goodger, Timothy H.",Current Account Adjustment; Short-term Capital Movements,Essays on Current Account Dynamics,University of North Carolina,2003,F,International Economics,2003-2004,both,,,,
"IELCEANU, ELENA D.;University of North Carolina;2003","Ielceanu, Elena D.",Management of Technological Innovation and R&D,Two Essays on Managing Innovation,University of North Carolina,2003,O,"Economic Development, Technological Change, and Growth",2003-2004,both,,,,
"LIM, JAE-YOUNG;University of North Carolina;2003","Lim, Jae-Young",Analysis of Health Care Markets,The Effect of Doctor's Payment Method on Patient's Medical Care Use: Are There Incentives for a Doctor's Improving Patient's Asymmetric Information Problem?,University of North Carolina,2003,I,"Health, Education, and Welfare",2002-2003,both,"Lim, Jae-young",27168448800,,
"LIU, HAIYONG;University of North Carolina;2003","Liu, Haiyong","Economics of Gender; Non-labor Discrimination;Fertility; Family Planning; Child Care; Children; Youth;Welfare, Well-Being, and Poverty: Government Programs; Provision and Effects of Welfare Programs","A Migration Study of Mother's Work, Welfare Participation, and Child Development",University of North Carolina,2003,J,Labor and Demographic Economics,2002-2003,both,"Liu, Haiyong",16067223500,"LIU, HAIYONG",pli105
"PINGLE, JONATHAN F.;University of North Carolina;2003","Pingle, Jonathan F.","Welfare, Well-Being, and Poverty: Government Programs; Provision and Effects of Welfare Programs;Demographic Trends, Macroeconomic Effects, and Forecasts;Urban, Rural, Regional, Real Estate, and Transportation Economics: Regional Migration; Regional Labor Markets; Population; Neighborhood Characteristics","Employment, Migration and Living Arrangements: Three Essays on Welfare Reform",University of North Carolina,2003,I,"Health, Education, and Welfare",2003-2004,both,"Pingle, Jonathan F.",8579102100,"PINGLE, JONATHAN",ppi144
"ENZ, MICHAEL JONATHAN;University of Oregon;2003","Enz, Michael Jonathan","Microelectronics; Computers; Communications Equipment;Intertemporal Firm Choice: Investment, Capacity, and Financing;Production, Pricing, and Market Structure; Size Distribution of Firms",Estimates of First-Mover Advantages in Markets with Relatively Short Product Life Cycles: An Examination of the DRAM Industry,University of Oregon,2003,L,Industrial Organization,2002-2003,both,,,,
"GUSE, ERAN A.;University of Oregon;2003","Guse, Eran A.",Business Fluctuations; Cycles;Expectations; Speculations,"Essays on Heterogeneity, Learning Dynamics, and Aggregate Fluctuations",University of Oregon,2003,E,Macroeconomics and Monetary Economics,2002-2003,both,"Guse, Eran A.",8728493900,"GUSE, ERAN",pgu48
"KIM, SEUNGGI;University of Oregon;2003","Kim, Seunggi",Trade Policy; International Trade Organizations;International Investment; Long-term Capital Movements;Multinational Firms; International Business,Protectionism and Foreign Direct Investment,University of Oregon,2003,F,International Economics,2003-2004,both,,,,
"LIEBMAN, BENJAMIN HARRIS;University of Oregon;2003","Liebman, Benjamin Harris","Trade Policy; International Trade Organizations;Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior",Three Empirical Studies on the Political Economy of the U.S. Trade Protection,University of Oregon,2003,F,International Economics,2002-2003,both,"Liebman, Benjamin H.",6603446663,"LIEBMAN, BENJAMIN H.",pli107
"WANG, MIAO;University of Oregon;2003","Wang, Miao",International Investment; Long-term Capital Movements,Essays on Foreign Direct Investment,University of Oregon,2003,F,International Economics,2002-2003,both,"Wang, Miao",55731987100,"WANG, MIAO",pwa311
"SAMY, YIAGADEESEN;University of Ottawa;2003","Samy, Yiagadeesen",Trade and Labor Market Interactions;Neoclassical Models of Trade;Labor Standards: General;International Investment; Long-term Capital Movements,Trade and Labor Standards: A Theoretical and Empirical Analysis of the Linkages,University of Ottawa,2003,F,International Economics,2003-2004,both,"Samy, Yiagadeesen",6507868239,"SAMY, YIAGADEESEN",psa263
"CHRISTELIS, DIMITRIOS;University of Pennsylvania;2003","Christelis, Dimitrios",Household Saving; Personal Finance;Macroeconomics: Consumption; Saving; Wealth,"Essays on Personal Saving (United States, Japan).",University of Pennsylvania,2003,D,Microeconomics,2003-2004,both,"Christelis, Dimitris",26634952700,"CHRISTELIS, DIMITRIS",pch585
"DEGAN, ARIANNA;University of Pennsylvania;2003","Degan, Arianna","Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior",Essays on Voting,University of Pennsylvania,2003,D,Microeconomics,2003-2004,both,"Degan, Arianna",16202502700,"DEGAN, ARIANNA",pde919
"HANAZONO, MAKOTO;University of Pennsylvania;2003","Hanazono, Makoto","Market Structure, Pricing, and Design: Oligopoly and Other Forms of Market Imperfection;Oligopoly and Other Imperfect Markets;Transactional Relationships; Contracts and Reputation; Networks",Essays in Industrial Organization,University of Pennsylvania,2003,D,Microeconomics,2003-2004,both,"Hanazono, Makoto",55993293400,"HANAZONO, MAKOTO",pha1338
"HUANG, FALI;University of Pennsylvania;2003","Huang, Fali",Economic Sociology; Economic Anthropology; Language; Social and Economic Stratification;Human Capital; Skills; Occupational Choice; Labor Productivity;Fertility; Family Planning; Child Care; Children; Youth,Essays on Social Capital and Human Capital,University of Pennsylvania,2003,Z,Other Special Topics,2003-2004,both,"Huang, Fali",23466889900,"HUANG, FALI",phu135
"MORRIS, MICHAEL;University of Pennsylvania;2003","Morris, Michael",Intertemporal Household Choice; Life Cycle Models and Saving;Consumer Economics: Empirical Analysis;Household Production and Intrahousehold Allocation,"Choices of Savings, Having Children and Spending on College Education in a Life-Cycle Model",University of Pennsylvania,2003,D,Microeconomics,2002-2003,both,"Morris, Michael D.S.",54958407700,,
"PAVAN, MARINA;University of Pennsylvania;2003","Pavan, Marina",Household Saving; Personal Finance;Personal Bankruptcy Law,Consumer Durables and Risky Borrowing: The Effects of Bankruptcy Protection,University of Pennsylvania,2003,D,Microeconomics,2003-2004,both,"Pavan, Marina",55185010100,"PAVAN, MARINA",ppa143
"SANZ, LUIS;University of Pennsylvania;2003","Sanz, Luis",General Financial Markets: Government Policy and Regulation;Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure; Value of Firms; Goodwill,Essays on the Protection and Expropriation of Minority Investors,University of Pennsylvania,2003,G,Financial Economics,2002-2003,both,"Sanz-Menendez, Luis",6603161570,,
"SEN, SUMANTRA;University of Pennsylvania;2003","Sen, Sumantra",Criteria for Decision-Making under Risk and Uncertainty;Search; Learning; Information and Knowledge; Communication; Belief; Unawareness,Essays in Uncertainty and Incomplete Information,University of Pennsylvania,2003,D,Microeconomics,2002-2003,both,,,,
